"","Channel 1 - Elbow Last (C)","Channel 2 - Forearm Last (C)","Channel 3 - Knuckle Last (C)","Channel 4 - Blade of Hand Last (C)","Channel 5 - Thumb Last (C)","Channel 6 - Cupping Last (C)","Channel 7 - Palm Last (C)","Channel 8 - Elbow (lower) Last (C)","Channel 9 - Heater Last (C)","Channel 10 - Thermistor Last (C)","Channel 11 - Toad MCU Last (C)","Channel 12 - Dovetail Last (C)","Channel 13 - External Ambient Last (C)"
"1693420498","50.207","50.518","49.240","48.657","45.368","49.476","44.255","48.403","58.070","59.560","43.299","43.926","24.130"
"1693420499","50.146","50.525","49.244","48.675","45.386","49.451","44.252","48.410","58.034","59.550","43.237","43.908","24.138"
"1693420500","50.099","50.561","49.219","48.689","45.408","49.429","44.295","48.377","58.005","59.524","43.219","43.872","24.149"
"1693420501","50.092","50.579","49.240","48.722","45.415","49.440","44.331","48.363","57.998","59.521","43.227","43.847","24.164"
"1693420502","50.067","50.550","49.233","48.733","45.394","49.440","44.335","48.374","57.980","59.503","43.219","43.720","24.175"
"1693420503","50.056","50.529","49.200","48.722","45.310","49.440","44.295","48.385","57.944","59.481","43.245","43.618","24.178"
"1693420504","50.027","50.518","49.135","48.726","45.227","49.447","44.292","48.370","57.929","59.470","43.270","43.618","24.174"
"1693420505","49.977","50.543","49.081","48.729","45.209","49.462","44.339","48.331","57.897","59.459","43.295","43.607","24.189"
"1693420506","49.937","50.565","49.047","48.699","45.198","49.487","44.375","48.307","57.876","59.434","43.306","43.582","24.208"
"1693420507","49.893","50.583","49.030","48.599","45.191","49.480","44.393","48.298","57.861","59.427","43.299","43.578","24.215"
"1693420508","49.864","50.576","49.078","48.534","45.187","49.382","44.430","48.280","57.828","59.402","43.216","43.582","24.208"
"1693420509","49.788","50.550","49.143","48.468","45.166","49.248","44.448","48.255","57.800","59.380","43.118","43.556","24.211"
"1693420510","49.741","50.529","49.190","48.414","45.126","49.215","44.466","48.233","57.782","59.380","43.078","43.516","24.219"
"1693420511","49.712","50.540","49.226","48.378","45.093","49.215","44.488","48.211","57.745","59.347","43.023","43.476","24.207"
"1693420512","49.687","50.515","49.270","48.360","45.039","49.259","44.517","48.182","57.731","59.336","42.998","43.455","24.204"
"1693420513","49.647","50.439","49.259","48.356","44.999","49.281","44.473","48.099","57.709","59.326","42.824","43.491","24.222"
"1693420514","49.600","50.284","49.125","48.324","44.985","49.295","44.426","47.994","57.691","59.308","42.737","43.560","24.240"
"1693420515","49.491","50.204","49.071","48.226","44.988","49.274","44.328","47.820","57.666","59.290","42.693","43.676","24.255"
"1693420516","49.317","50.197","48.976","48.251","45.053","49.263","44.270","47.751","57.648","59.279","42.737","43.708","24.270"
"1693420517","49.198","50.186","48.936","48.219","45.068","49.248","44.230","47.653","57.622","59.250","42.722","43.705","24.288"
"1693420518","49.241","50.226","48.948","48.212","44.970","49.209","44.223","47.602","57.597","59.235","42.751","43.708","24.296"
"1693420519","49.317","50.223","48.969","48.273","44.941","49.154","44.165","47.642","57.583","59.228","42.722","43.716","24.296"
"1693420520","49.343","50.187","48.937","48.306","44.941","49.136","44.140","47.679","57.558","59.196","42.606","43.763","24.281"
"1693420521","49.375","50.154","48.908","48.320","44.909","49.122","44.187","47.711","57.536","59.188","42.526","43.763","24.292"
"1693420522","49.375","50.133","48.915","48.328","44.800","49.125","44.209","47.755","57.521","59.185","42.523","43.788","24.295"
"1693420523","49.390","50.082","48.955","48.320","44.695","49.140","44.198","47.766","57.500","59.167","42.505","43.766","24.299"
"1693420524","49.425","50.055","48.991","48.344","44.613","49.192","44.205","47.753","57.460","59.145","42.443","43.774","24.303"
"1693420525","49.365","50.021","49.017","48.386","44.608","49.216","44.166","47.675","57.456","59.138","42.410","43.766","24.310"
"1693420526","49.245","50.017","49.028","48.382","44.622","49.165","44.173","47.635","57.424","59.105","42.410","43.723","24.318"
"1693420527","49.104","50.003","49.002","48.415","44.677","49.089","44.202","47.516","57.402","59.095","42.523","43.672","24.340"
"1693420528","49.009","49.988","48.980","48.422","44.677","49.020","44.180","47.523","57.388","59.091","42.584","43.563","24.351"
"1693420529","49.035","49.963","48.970","48.408","44.601","49.002","44.097","47.523","57.374","59.076","42.682","43.473","24.358"
"1693420530","49.115","49.945","48.930","48.375","44.463","49.010","44.079","47.476","57.345","59.044","42.744","43.440","24.351"
"1693420531","49.176","49.909","48.872","48.357","44.369","49.020","44.148","47.494","57.319","59.040","42.733","43.476","24.347"
"1693420532","49.216","49.912","48.828","48.357","44.344","49.060","44.217","47.563","57.298","59.019","42.707","43.498","24.369"
"1693420533","49.245","49.941","48.691","48.382","44.369","49.035","44.304","47.715","57.272","58.997","42.686","43.520","24.373"
"1693420534","49.303","49.981","48.618","48.412","44.402","49.028","44.326","47.777","57.251","58.983","42.675","43.541","24.387"
"1693420535","49.300","50.018","48.575","48.422","44.409","48.992","44.329","47.781","57.233","58.968","42.664","43.668","24.417"
"1693420536","49.267","50.043","48.549","48.433","44.438","48.966","44.369","47.759","57.215","58.954","42.704","43.799","24.431"
"1693420537","49.249","50.083","48.539","48.441","44.471","48.988","44.413","47.748","57.197","58.943","42.718","43.810","24.428"
"1693420538","49.249","50.119","48.542","48.433","44.456","48.985","44.453","47.748","57.171","58.921","42.766","43.839","24.439"
"1693420539","49.253","50.133","48.546","48.437","44.427","48.966","44.481","47.781","57.139","58.892","42.784","43.886","24.442"
"1693420540","49.264","50.108","48.560","48.459","44.482","48.952","44.507","47.737","57.124","58.889","42.784","43.868","24.450"
"1693420541","49.267","50.072","48.571","48.452","44.579","48.988","44.518","47.737","57.103","58.863","42.765","43.937","24.454"
"1693420542","49.231","50.009","48.584","48.294","44.697","49.064","44.527","47.761","57.077","58.849","42.791","43.958","24.461"
"1693420543","49.170","49.985","48.593","48.165","44.804","49.130","44.554","47.759","57.070","58.835","42.809","43.976","24.454"
"1693420544","49.130","49.982","48.597","48.129","44.917","49.144","44.562","47.738","57.034","58.809","42.773","43.958","24.450"
"1693420545","49.083","49.960","48.586","48.086","45.004","49.155","44.569","47.701","57.013","58.795","42.711","43.850","24.454"
"1693420546","49.072","49.964","48.586","47.991","45.098","49.155","44.580","47.647","56.998","58.780","42.707","43.842","24.450"
"1693420547","49.032","49.971","48.590","47.893","45.185","49.097","44.576","47.582","56.969","58.762","42.638","43.824","24.464"
"1693420548","49.003","49.986","48.557","47.821","45.254","49.039","44.591","47.491","56.948","58.748","42.530","43.741","24.465"
"1693420549","48.967","49.964","48.553","47.799","45.319","48.967","44.609","47.419","56.937","58.737","42.486","43.683","24.472"
"1693420550","48.960","49.946","48.561","47.810","45.374","48.912","44.612","47.353","56.908","58.712","42.407","43.538","24.472"
"1693420551","48.912","49.919","48.601","47.799","45.479","48.883","44.622","47.270","56.893","58.694","42.374","43.472","24.450"
"1693420552","48.858","49.899","48.666","47.629","45.602","48.829","44.634","47.201","56.868","58.679","42.356","43.447","24.439"
"1693420553","48.800","49.863","48.713","47.586","45.661","48.826","44.620","47.158","56.846","58.665","42.338","43.414","24.417"
"1693420554","48.775","49.823","48.750","47.618","45.686","48.822","44.631","47.129","56.818","58.647","42.320","43.433","24.391"
"1693420555","48.746","49.805","48.779","47.673","45.675","48.851","44.631","47.111","56.814","58.640","42.305","43.404","24.395"
"1693420556","48.728","49.794","48.782","47.629","45.661","48.858","44.627","47.122","56.792","58.618","42.298","43.320","24.350"
"1693420557","48.735","49.776","48.786","47.539","45.671","48.851","44.627","47.158","56.753","58.589","42.283","43.208","24.325"
"1693420558","48.717","49.754","48.771","47.513","45.697","48.789","44.653","47.194","56.738","58.585","42.290","43.211","24.325"
"1693420559","48.695","49.725","48.768","47.582","45.668","48.808","44.674","47.223","56.731","58.567","42.283","43.215","24.325"
"1693420560","48.652","49.691","48.771","47.544","45.566","48.800","44.691","47.202","56.706","58.557","42.287","43.222","24.303"
"1693420561","48.637","49.667","48.764","47.604","45.469","48.808","44.664","47.140","56.695","58.542","42.287","43.179","24.277"
"1693420562","48.630","49.653","48.724","47.673","45.353","48.804","44.613","47.126","56.659","58.510","42.312","43.095","24.255"
"1693420563","48.678","49.580","48.685","47.677","45.248","48.779","44.617","47.100","56.630","58.492","42.334","43.070","24.243"
"1693420564","48.714","49.522","48.677","47.713","45.193","48.728","44.613","47.126","56.630","58.492","42.319","43.059","24.244"
"1693420565","48.739","49.479","48.656","47.757","45.204","48.670","44.602","47.158","56.612","58.470","42.290","43.070","24.247"
"1693420566","48.728","49.461","48.634","47.764","45.215","48.656","44.573","47.195","56.576","58.441","42.276","43.081","24.225"
"1693420567","48.678","49.450","48.620","47.782","45.269","48.670","44.584","47.206","56.572","58.438","42.276","43.063","24.229"
"1693420568","48.641","49.446","48.612","47.778","45.269","48.674","44.606","47.177","56.554","58.420","42.283","43.026","24.222"
"1693420569","48.582","49.454","48.602","47.813","45.319","48.656","44.648","47.110","56.522","58.391","42.225","43.030","24.211"
"1693420570","48.507","49.475","48.576","47.811","45.317","48.663","44.693","47.035","56.518","58.387","42.222","43.077","24.203"
"1693420571","48.467","49.479","48.583","47.713","45.248","48.710","44.711","46.977","56.475","58.358","42.178","43.120","24.199"
"1693420572","48.420","49.472","48.587","47.576","45.176","48.743","44.722","46.945","56.464","58.340","42.149","43.131","24.192"
"1693420573","48.373","49.439","48.594","47.525","45.139","48.703","44.730","46.934","56.457","58.340","42.131","43.095","24.181"
"1693420574","48.406","49.432","48.573","47.489","45.143","48.692","44.726","46.952","56.417","58.304","42.120","43.026","24.177"
"1693420575","48.392","49.425","48.511","47.463","45.165","48.692","44.744","46.978","56.402","58.297","42.116","43.030","24.188"
"1693420576","48.377","49.414","48.479","47.445","45.165","48.722","44.759","46.992","56.388","58.282","42.098","43.026","24.199"
"1693420577","48.359","49.411","48.443","47.413","45.179","48.700","44.773","47.025","56.370","58.271","42.087","43.142","24.214"
"1693420578","48.346","49.369","48.406","47.320","45.208","48.687","44.784","47.052","56.349","58.257","42.066","43.287","24.225"
"1693420579","48.366","49.345","48.370","47.210","45.274","48.689","44.737","47.054","56.330","58.243","42.055","43.313","24.236"
"1693420580","48.345","49.295","48.352","47.181","45.339","48.667","44.719","46.942","56.301","58.217","42.069","43.269","24.251"
"1693420581","48.341","49.237","48.345","47.130","45.401","48.609","44.723","46.913","56.287","58.196","42.116","43.262","24.236"
"1693420582","48.305","49.200","48.359","47.123","45.484","48.591","44.752","46.938","56.276","58.178","42.127","43.193","24.240"
"1693420583","48.287","49.197","48.338","47.109","45.535","48.552","44.748","46.953","56.255","58.170","42.181","43.077","24.255"
"1693420584","48.276","49.197","48.316","47.047","45.586","48.479","44.770","46.978","56.233","58.156","42.200","43.030","24.262"
"1693420585","48.265","49.193","48.280","47.011","45.615","48.417","44.770","46.971","56.229","58.152","42.225","43.077","24.258"
"1693420586","48.258","49.179","48.269","47.051","45.637","48.367","44.778","46.946","56.200","58.131","42.229","43.135","24.262"
