"","Channel 1 - Elbow Last (C)","Channel 2 - Forearm Last (C)","Channel 3 - Knuckle Last (C)","Channel 4 - Blade of Hand Last (C)","Channel 5 - Thumb Last (C)","Channel 6 - Cupping Last (C)","Channel 7 - Palm Last (C)","Channel 8 - Elbow (lower) Last (C)","Channel 9 - Heater Last (C)","Channel 10 - Thermistor Last (C)","Channel 11 - Toad MCU Last (C)","Channel 12 - Dovetail Last (C)","Channel 13 - External Ambient Last (C)","Channel 14 - Franka Dovetail Last (C)"
"1693580366","64.283","66.979","58.123","55.745","56.914","58.733","48.580","57.820","124.361","79.757","22.418","40.840","21.495","38.144"
"1693580367","64.283","66.922","58.220","55.738","56.954","58.794","48.613","57.755","124.379","79.778","22.462","40.843","21.557","37.995"
"1693580368","64.258","66.857","58.310","55.760","57.030","58.863","48.623","57.748","124.390","79.789","22.455","40.803","21.550","37.955"
"1693580369","64.293","66.810","58.307","55.781","57.040","58.924","48.605","57.758","124.401","79.792","22.437","40.836","21.531","37.965"
"1693580370","64.308","66.735","58.299","55.752","57.055","59.014","48.623","57.758","124.401","79.796","22.433","40.966","21.517","38.042"
"1693580371","64.347","66.652","58.335","55.810","57.109","59.021","48.623","57.848","124.423","79.807","22.411","40.995","21.494","38.093"
"1693580372","64.426","66.670","58.328","55.817","57.145","59.050","48.645","57.838","124.437","79.828","22.337","40.934","21.509","38.147"
"1693580373","64.455","66.692","58.267","55.857","57.073","59.086","48.609","57.823","124.444","79.832","22.333","40.912","21.505","38.104"
"1693580374","64.480","66.713","58.296","55.857","57.076","59.064","48.522","57.805","124.451","79.842","22.392","40.897","21.542","37.947"
"1693580375","64.498","66.717","58.303","55.864","57.101","59.079","48.565","57.740","124.455","79.831","22.370","40.854","21.542","37.983"
"1693580376","64.483","66.663","58.314","55.781","57.091","59.111","48.551","57.682","124.455","79.838","22.351","40.799","21.557","38.049"
"1693580377","64.465","66.609","58.314","55.709","57.069","59.143","48.580","57.661","124.469","79.856","22.392","40.799","21.564","38.143"
"1693580378","64.462","66.609","58.299","55.691","57.011","59.194","48.598","57.707","124.484","79.870","22.417","40.828","21.527","38.099"
"1693580379","64.526","66.552","58.292","55.727","57.036","59.241","48.576","57.776","124.495","79.881","22.314","40.799","21.505","38.059"
"1693580380","64.691","66.602","58.306","55.889","57.184","59.205","48.565","57.794","124.499","79.885","22.318","40.741","21.479","38.136"
"1693580381","64.767","66.659","58.270","55.864","57.123","59.169","48.467","57.808","124.513","79.902","22.277","40.704","21.530","38.263"
"1693580382","64.774","66.698","58.230","55.770","57.170","59.143","48.441","57.851","124.531","79.902","22.310","40.675","21.560","38.300"
"1693580383","64.778","66.713","58.212","55.853","57.188","59.042","48.402","57.855","124.535","79.913","22.299","40.701","21.582","38.234"
"1693580384","64.774","66.813","58.173","55.896","57.184","59.031","48.423","57.891","124.549","79.920","22.314","40.719","21.633","38.114"
"1693580385","64.759","66.817","58.147","55.990","57.162","59.053","48.376","57.953","124.557","79.934","22.295","40.813","21.648","38.114"
"1693580386","64.788","66.821","58.086","56.058","57.133","59.057","48.347","58.039","124.564","79.934","22.310","40.892","21.670","38.146"
"1693580387","64.806","66.878","58.039","56.087","57.072","59.006","48.409","58.093","124.564","79.938","22.314","40.929","21.685","38.183"
"1693580388","64.828","66.939","58.064","56.170","57.051","58.883","48.470","58.111","124.585","79.963","22.291","41.070","21.662","38.288"
"1693580389","64.892","66.989","58.097","56.105","56.996","58.714","48.503","58.216","124.585","79.974","22.317","41.045","21.681","38.295"
"1693580390","64.935","67.014","58.093","56.044","57.011","58.638","48.503","58.234","124.615","79.981","22.365","40.965","21.692","38.252"
"1693580391","64.964","67.086","58.061","55.982","57.086","58.609","48.521","58.198","124.615","79.995","22.380","40.867","21.618","38.175"
